날짜,평균기온,최저기온,최고기온,강수량,습도,요일,일조 시간,일출시간,전기 사용량
2021.10.5,23.6,21.7,26.5,0,82.4,1,1.5,6:30,22.327
2021.10.6,18.8,17.9,21.7,6.4,91.5,2,1.2,6:31,21.545
2021.10.7,19.4,17.9,21.9,4.6,85.5,3,0,6:32,21.193
2021.10.8,18.8,17.5,20,3.5,91.3,4,0,6:33,21.134
2021.10.9,20.9,18.5,24.1,0.4,83.5,5,1.9,6:34,21.16
2021.10.10,19.9,14.9,24.3,14.2,89,6,0,6:35,21.887
2021.10.11,15.2,12.6,17.8,0.3,78.6,0,1.7,6:36,20.896
2021.10.12,17.9,15.8,21.3,0,67.1,1,3,6:37,20.276
2021.10.13,19.6,14.9,25.2,0,66.6,2,9,6:38,20.129
2021.10.14,19.7,17.4,23.9,0,73.6,3,6.1,6:39,20.324
2021.10.15,19,17,21.4,0,74.4,4,0.7,6:39,20.533
2021.10.16,10.7,4.2,18.1,0,47.5,5,1.5,6:40,20.731
2021.10.17,5.6,1.3,10.8,0,37.4,6,10.3,6:41,21.161
2021.10.18,9.6,2.8,16.1,5.6,60.4,0,4.3,6:42,20.615
2021.10.19,10.9,7.1,15,4.4,72.8,1,6.5,6:43,20.533
2021.10.20,9.5,4.6,15.8,0,64.9,2,10,6:44,20.44
2021.10.21,9.8,4.9,16.2,0,64.1,3,4,6:45,20.512
2021.10.22,10.8,5.2,17.2,0,58.4,4,10,6:46,20.382
2021.10.23,11.4,5.7,18.4,0,57.3,5,9.6,6:47,20.72
2021.10.24,11.4,6,18.1,0,63.1,6,9.9,6:48,21.214
2021.10.25,11.7,6.3,17.6,0,64.5,0,7,6:49,20.486
2021.10.26,13,7.7,19,0,74.5,1,8.6,6:50,20.44
2021.10.27,13.4,9.8,18.1,0,63.4,2,8.2,6:51,20.398
2021.10.28,12.7,7.1,20,0,54.6,3,9.7,6:52,20.279
2021.10.29,14.6,10.5,20.6,0,55.9,4,8.7,6:53,20.236
2021.10.30,13.8,11,18,0,62.4,5,1.6,6:54,20.749
2021.10.31,14.1,9.2,20.3,0.7,73.3,6,7.6,6:55,21.175
2021.11.1,12.9,10.3,16.9,0,77.3,0,6.3,,20.577
2021.11.2,11.5,7.9,16.9,0,76.6,1,7.8,,20.421
2021.11.3,12.1,7.6,17.1,0,71.1,2,8.5,,20.354
2021.11.4,12.1,8.4,16.3,0,80.4,3,3.9,,20.647
2021.11.5,13,7.8,20.2,0,68.5,4,9.2,,20.39
2021.11.6,14.1,8.8,21.3,0,61.1,5,8.3,,20.638
2021.11.7,15.3,9.7,21.3,0,57.5,6,6.8,,21.15
2021.11.8,8.6,4.5,15.5,25.7,82.1,0,0.1,,21.588
2021.11.9,4.9,3,6.5,2,80.3,1,0,,21.537
2021.11.10,4.2,0.7,7.7,0.3,73.4,2,3.2,,21.495
2021.11.11,5.3,2.1,9.7,0,60.6,3,6.3,,21.351
2021.11.12,4.5,1.3,8.6,0,55.4,4,8.3,,21.273
2021.11.13,7.3,0.5,13.4,0,66.1,5,5.4,,21.553
2021.11.14,11.3,7.8,16.4,0,69.8,6,6.4,,21.852
2021.11.15,10.1,5.8,15.7,0,71.3,0,7.9,,21.168
2021.11.16,8.5,4.4,13.6,0,65.5,1,9,,21.106
2021.11.17,7.5,2.7,12.5,0,64.1,2,7.3,,21.24
2021.11.18,11.9,7.7,16.2,0,70.8,3,1.9,,21.328
2021.11.19,12.9,10.2,16.7,0,84.8,4,0.9,,21.143
2021.11.20,10.4,6.8,15.6,0,77,5,5.6,,21.446
2021.11.21,10.4,7.6,13.1,5.9,74.4,6,0,,22.297
2021.11.22,2.7,-0.6,7.5,1.3,61.8,0,5.4,,21.867
2021.11.23,-0.6,-3.7,2.3,0,60.9,1,5.7,,22.236
2021.11.24,4.1,-2.6,9.1,0,64.3,2,4.9,,22.03
2021.11.25,5.7,2.6,9.9,0,55,3,7.9,,21.652
2021.11.26,2.9,-0.5,7.2,0,57.5,4,4.7,,21.88
2021.11.27,3.4,-1.4,10.1,0,53,5,9.2,,22.14
2021.11.28,5.1,-1.3,12.4,0,52.4,6,8,,22.577
2021.11.29,7.6,2.5,13.7,0,62,0,4.7,,21.815
2021.11.30,5.7,0.7,8.9,27.2,80.4,1,0,,22.622
2021.12.1,-1.3,-3,1.5,0,51.8,2,9.1,,22.649
2021.12.2,1.3,-4.6,5,0.1,68.9,3,4.1,,22.74
2021.12.3,1.9,-1.8,4.6,0.4,53.3,4,9.1,,22.358
2021.12.4,1.4,-2.7,7,0,48.5,5,7.2,,22.809
2021.12.5,2.9,-2.3,9.6,0,50.4,6,9.2,,23.067
2021.12.6,5.4,-0.7,12.1,0,61.4,0,7.3,,22.267
2021.12.7,6.8,2.6,13.3,0,68.3,1,8.3,,22.024
2021.12.8,6.7,1.9,13.3,0,70,2,9.1,,21.928
2021.12.9,6.5,2.7,9.7,0,70.3,3,1.4,,22.128
2021.12.10,7,5.8,8.2,0.7,81.5,4,0,,22.373
2021.12.11,6,4.4,9.8,0,83.6,5,3.5,,22.442
2021.12.12,1.2,-3.8,5.1,0,61.8,6,8,,23.081
2021.12.13,-2.2,-5.9,1.9,0,43.8,0,9.1,,22.958
2021.12.14,3.7,-0.7,8.2,1.2,64.9,1,2.5,,22.747
2021.12.15,7.2,5.4,10,2.1,84.8,2,0.9,,22.402
2021.12.16,6.4,3.3,9.8,0,71.6,3,5,,22.241
2021.12.17,-5.6,-10.1,3.2,0,50.5,4,8.7,,23.332
2021.12.18,-5.7,-11.2,-1.8,2.8,64.1,5,4.3,,24.588
2021.12.19,-0.8,-5.8,4.2,0.2,63.8,6,8.9,,24.274
2021.12.20,5.2,-0.9,11.1,0,77.9,0,6.1,,22.987
2021.12.21,5.2,0.8,8.9,0,70.9,1,6,,22.572
2021.12.22,2.2,-2.6,8.2,0,47.4,2,8.9,,22.63
2021.12.23,2.7,-1.5,8.3,0,53.5,3,6.9,,22.615
2021.12.24,-0.3,-7.3,3.2,0.2,65.3,4,0,,23.477
2021.12.25,-11.7,-14.4,-7.3,0,42.4,5,9.1,,24.56
2021.12.26,-12.1,-15.5,-7.3,0,43.5,6,9.1,,25.629
2021.12.27,-7.6,-12.9,-3.9,0,60.9,0,3.8,,25.339
2021.12.28,-4.1,-8.5,-0.9,0,73.8,1,1.7,,24.869
2021.12.29,0.4,-3.8,5.9,0.2,72.9,2,1.8,,24.359
2021.12.30,-3.9,-6.8,0.2,0,48.5,3,7.3,,24.305
2021.12.31,-6.7,-8.8,-3.9,0,35.9,4,9,,24.613
2022.1.1,-4.3,-10.2,2.3,0,46.3,5,9,,23.651
2022.1.2,-1.3,-5.2,3,0.3,57.9,6,5.4,,24.097
2022.1.3,-1.9,-8,2.5,0,58.3,0,7.8,,24.182
2022.1.4,-2.5,-5.6,1,0,51.8,1,9,,23.917
2022.1.5,-2.8,-7.8,1.9,0,47.6,2,1.9,,24.215
2022.1.6,-2.2,-5.9,3.3,0,47.1,3,9.1,,23.783
2022.1.7,-1.6,-5.9,4.5,0,47.1,4,9.1,,23.667
2022.1.8,0.3,-5,3.7,0,64.3,5,0.7,,24.147
2022.1.9,1.3,-1.2,5.6,0,71.5,6,4.5,,24.089
2022.1.10,0.5,-3.4,4.4,0.9,68.3,0,3.9,,23.646
2022.1.11,-7.4,-10.3,0.3,0.2,55.5,1,9.1,,24.41
2022.1.12,-7.7,-11.3,-3.4,0,47.8,2,8.6,,24.685
2022.1.13,-6.4,-8.9,-3.1,0,45.8,3,9.1,,24.6
2022.1.14,-4.8,-10.1,1.3,0,41.8,4,9.1,,24.444
2022.1.15,-1,-5.3,1.8,0,48.3,5,0.9,,24.643
2022.1.16,-2,-7.2,2.4,0,54.5,6,8.8,,24.507
2022.1.17,-5.8,-9.2,0.1,0.5,59.9,0,4.5,,24.633
2022.1.18,-5.6,-9.9,-0.7,0,47.9,1,9.2,,24.491
2022.1.19,-5.3,-7.7,-2.7,1.7,72.3,2,0,,25.102
2022.1.20,-5,-9.8,0.9,0,63.5,3,9.1,,24.476
2022.1.21,-2.7,-8.7,4.6,0,55.6,4,9.2,,24.022
2022.1.22,0.3,-5,7.1,0,52.4,5,6,,24.068
2022.1.23,2,-0.6,6.7,0,52.4,6,5.3,,24.069
2022.1.24,4.6,1.3,8.4,0,56,0,4,,23.245
2022.1.25,2.8,1.9,4.5,0.7,80,1,0,,23.516
2022.1.26,1.3,-1.9,6.8,0,62.8,2,8.4,,23.091
2022.1.27,-1.1,-4.6,4,0,50,3,8.9,,23.333
2022.1.28,-2.7,-5.9,2.1,0,51.6,4,9.2,,23.558
2022.1.29,-3.6,-7.2,0.9,0,48.9,5,9.5,,23.749
2022.1.30,-2.8,-8,2.4,0,45.4,6,9.6,,23.195
2022.1.31,-0.7,-6.8,4.8,1.2,59,0,8,,20.429
2022.2.1,-1.3,-2.7,0.9,1.7,76.6,1,4.7,,23.096
2022.2.2,-3.4,-6,0,0,60.5,2,9.2,,23.94
2022.2.3,-3.4,-6.9,0.4,0,52.4,3,9.7,,23.954
2022.2.4,-5.2,-8.2,-0.7,0,53.3,4,7.3,,24.07
2022.2.5,-6.6,-9.7,-2,0,48.8,5,9.1,,24.711
2022.2.6,-3.9,-8.4,1.7,0,50.3,6,9.5,,24.77
2022.2.7,-2.5,-7.3,1.9,0,51.3,0,6.5,,24.198
2022.2.8,-0.1,-4.1,5.6,0,53.8,1,8.1,,23.619
2022.2.9,1,-4.3,7.2,0,52.3,2,9.2,,23.456
2022.2.10,1.4,-3.2,6.7,0,57.8,3,9.6,,23.187
2022.2.11,2.9,-2.6,8.8,0,61.1,4,8.9,,23.069
2022.2.12,4.8,-0.1,10.4,0,50.4,5,9.3,,22.985
2022.2.13,4.8,1.6,9.5,0,44.9,6,3,,23.407
2022.2.14,2.5,-1.3,8.1,1.7,68.3,0,0.9,,23.26
2022.2.15,-4.7,-7.7,-1.3,0,58,1,3,,23.892
2022.2.16,-7.3,-9.6,-4.1,0,50.4,2,9,,24.346
2022.2.17,-6.2,-10.7,-0.5,0,41.6,3,9.8,,24.414
2022.2.18,-1.2,-8,5.7,0,40.4,4,8.6,,23.689
2022.2.19,-1.7,-6.2,3.7,0.1,52.9,5,2.9,,24.169
2022.2.20,-4.8,-8.4,-0.5,0,41.1,6,10,,24.639
2022.2.21,-3,-8.1,3.6,0.1,56.3,0,6.5,,24.245
2022.2.22,-4.5,-8,0.5,0,43.3,1,8,,24.178
2022.2.23,-5.6,-10,-0.6,0,38.5,2,10.2,,24.303
2022.2.24,-2.4,-8.5,3.7,0,52.4,3,10.3,,23.905
2022.2.25,3,-3.6,8.4,0,77.5,4,6.4,,23.374
2022.2.26,5.4,1,9.3,1.1,78.4,5,0.2,,23.556
2022.2.27,3.7,-1.6,9.1,0,56.6,6,10.5,,23.173
2022.2.28,6.8,2.7,11.5,0,62.3,0,3.4,,22.586
2022.3.1,5.8,0.3,9.7,2.3,70.5,1,2.5,,23.281
2022.3.2,3.5,-2.3,8.8,0,55.9,2,10.7,,22.556
2022.3.3,5.8,0.9,12.4,0,52.9,3,10.6,,22.214
2022.3.4,6.9,0.6,14.6,0,60.5,4,3.7,,22.391
2022.3.5,2.3,-0.7,6.7,0,38.4,5,10.5,,22.765
2022.3.6,1.4,-3,6.8,0,39.5,6,10.8,,23.249
2022.3.7,2.8,-2.7,8.7,0,45.8,0,7,,22.629
2022.3.8,6,1.1,12.3,0,56.1,1,8.2,,22.173
2022.3.9,7.1,1.7,14.8,0,69.6,2,8.7,,22.723
2022.3.10,9.3,4.2,15.8,0,51.4,3,9.3,,22.133
2022.3.11,11.2,5.1,18.4,0,58.4,4,5.9,,21.802
2022.3.12,12.8,6.3,19.5,2.6,72.1,5,3.2,,22.191
2022.3.13,11.7,10.7,12.6,42.1,95.5,6,0,,23.273
2022.3.14,8.2,4.9,13.2,8.7,90.3,0,0,,22.533
2022.3.15,7.2,2.3,13.3,0,72.6,1,7.1,,21.703
2022.3.16,10.3,3.6,16.8,0,62.6,2,8.1,,21.562
2022.3.17,10.7,7.8,15.1,1.2,62,3,1.9,,21.702
2022.3.18,7.5,5.5,9.6,0,60.8,4,0,,22.036
2022.3.19,3.4,0.9,6.1,14.6,84.6,5,0,,22.028
2022.3.20,5.4,2.2,9.3,0,66.1,6,6.3,,22.717
2022.3.21,5,-0.3,10.9,0,49.5,0,6.8,,21.983
2022.3.22,7.1,1.1,13.6,0,48.9,1,11,,21.578
2022.3.23,6.2,4.9,8.2,0,56.8,2,0,,22.162
2022.3.24,8.2,3.9,12.4,0,70.6,3,0.7,,22.093
2022.3.25,12,6.3,17.2,10.9,70,4,1.3,,21.664
2022.3.26,11.8,9.5,14.7,19.8,80.9,5,0.9,,22.303
2022.3.27,8.1,5,12.6,0,49.1,6,10.4,,22.099
2022.3.28,8.2,1.5,15.1,0,35.6,0,11.7,,21.219
2022.3.29,9.7,3.3,15.6,0,52.9,1,11.2,,21.033
2022.3.30,10.8,5.9,15.7,0.4,76.5,2,1.2,,21.523
2022.3.31,10.9,7.6,14.7,0,63.5,3,3.3,,21.105
2022.4.1,9.2,4.5,14.9,0,50.5,4,10.9,,20.679
2022.4.2,8.2,3.7,14.2,0,55,5,11.8,,21.244
2022.4.3,9.6,3.5,17,0,55,6,11.9,,21.627
2022.4.4,10.3,5.1,16.4,0,50.3,0,11.6,,20.851
2022.4.5,10.3,4.9,15.8,0,41.1,1,9.9,,20.715
2022.4.6,11.7,8,17,0,52.3,2,8.6,,20.623
2022.4.7,10.9,7.4,15.7,0,43.5,3,10,,20.522
2022.4.8,12.9,5.1,20,0,49,4,12,,20.36
2022.4.9,17.8,12.4,24.2,0.5,43.8,5,9,,20.74
2022.4.10,18.2,12.7,25.1,0,46,6,11.5,,21.104
2022.4.11,19.6,13.4,26.6,0,60.4,0,10.2,,20.357
2022.4.12,19.3,15.9,26.4,0.5,77.9,1,6,,20.54
2022.4.13,13.1,12,15.9,1.3,69.3,2,0,,21.062
2022.4.14,13.2,11.4,15.3,0,53.4,3,0,,20.604
2022.4.15,13.3,7.5,19.3,0,46.8,4,12.2,,21.008
2022.4.16,13.2,7.1,20.2,0,48.5,5,12.3,,20.423
2022.4.17,14,7.2,21.9,0,53.8,6,11.7,,20.941
2022.4.18,15.2,11.4,21.6,0,46.1,0,7.8,,20.237
2022.4.19,15.2,8.9,22.1,0,51.9,1,12.1,,19.783
2022.4.20,15.7,9.7,22.1,0,48.8,2,12.3,,19.537
2022.4.21,16.3,9.6,22.7,0,48.4,3,6.3,,19.663
2022.4.22,15,13.2,16.8,0,76.8,4,0,,20.31
2022.4.23,17.7,10.4,25.3,0,57.3,5,9.1,,20.17
2022.4.24,18.5,15,24.5,0.3,72.5,6,7,,20.904
2022.4.25,20,17,23.6,1.3,80.5,0,0.3,,20.621
2022.4.26,21.9,17,28.7,1,57.9,1,9.5,,20.319
2022.4.27,17.7,12.6,23.9,0,31.5,2,11.8,,19.977
2022.4.28,18.2,11.6,25.9,0,44,3,8.3,,19.964
2022.4.29,13.4,10.7,16.5,15.5,70.6,4,1.5,,20.178
2022.4.30,13,10.5,17.8,0,68,5,0.8,,20.478
2022.5.1,13.4,7.9,19.2,0,54.8,6,10,5:38,20.773
2022.5.2,14.2,9.1,19.4,0,56.5,0,10.4,5:37,19.913
2022.5.3,14.8,9.1,20.8,0,45.9,1,12.5,5:35,19.779
2022.5.4,17.8,10,25.2,0,43.3,2,12.6,5:34,19.632
2022.5.5,18.9,12.5,25.8,0,48.1,3,12.7,5:33,19.98
2022.5.6,19.6,13.7,25.6,0,67.1,4,10.3,5:32,19.802
2022.5.7,18.4,15.3,23.1,0.5,52.4,5,6.8,5:31,19.969
2022.5.8,15.3,11.7,18.2,2,51.8,6,0,5:30,20.893
2022.5.9,17.9,11,25.3,0,56.4,0,12.8,5:29,19.869
2022.5.10,19.9,13.6,26.3,0,39,1,9.5,5:28,19.832
2022.5.11,19.7,16.6,25.2,0,50.4,2,9.8,5:27,19.868
2022.5.12,20.9,14.1,28.1,0,51.5,3,11.4,5:26,19.896
2022.5.13,19.4,15,25.2,0,45.8,4,4.8,5:25,19.952
2022.5.14,15.7,11.9,20,0,45.5,5,10.8,5:24,20.213
2022.5.15,16.2,10.5,22.4,0,39.8,6,12.9,5:23,20.505
2022.5.16,17.3,10.9,23.7,0,56.3,0,13.1,5:23,19.712
2022.5.17,20,13,27.4,0,60.1,1,12.8,5:22,19.826
2022.5.18,20,15.7,25.4,1.5,59.4,2,6.4,5:21,20.199
2022.5.19,19.9,16.1,24.2,0,53.6,3,7.8,5:20,19.933
2022.5.20,20.6,15.6,25.8,0,52.8,4,10.8,5:19,20.25
2022.5.21,20.1,16.1,26,0,70.8,5,9.3,5:19,20.558
2022.5.22,20.3,15.7,25.8,0,70.9,6,9,5:18,21.143
2022.5.23,23,17.8,30.7,0,63.5,0,10.4,5:17,20.743
2022.5.24,22.9,16.7,30.2,0,56.8,1,12.3,5:17,20.57
2022.5.25,21,16.7,26.7,3.5,66.6,2,8.1,5:16,20.704
2022.5.26,18.7,14.1,23.5,0,59.9,3,11.6,5:16,19.919
2022.5.27,20,16,25.6,0,62.5,4,11.8,5:15,19.834
2022.5.28,22.3,15,29.3,0,54.1,5,12.4,5:15,20.771
2022.5.29,23.1,19.3,29.7,0,66.4,6,7,5:14,21.817
2022.5.30,20.8,17.2,24.7,0,71,0,0.2,5:14,20.984
2022.5.31,20.7,14.2,27.2,0,42.4,1,12,5:13,19.962
2022.6.1,22.1,16.2,28.6,0,41.6,2,13.5,5:13,21.019
2022.6.2,21.5,17.1,26.9,0,67.4,3,10.4,5:12,20.606
2022.6.3,24.5,18.7,32.6,0,62.8,4,10.6,5:12,21.197
2022.6.4,25.6,20.3,29.7,0,57,5,6.2,5:12,22.219
2022.6.5,22.7,20.2,27,0,59.8,6,0.1,5:11,21.732
2022.6.6,19.7,16.7,24.5,4.3,69,0,5.5,5:11,21.438
2022.6.7,20.6,15.1,25.1,0,54.5,1,6.2,5:11,20.308
2022.6.8,21.2,16.2,25.8,0,61.6,2,5.1,5:11,20.365
2022.6.9,20.9,18.5,24.5,2.6,76.1,3,2.6,5:11,20.71
2022.6.10,20.9,17.2,26.6,1.2,75.8,4,4.8,5:10,20.824
2022.6.11,24.6,17.7,32.7,0,59.6,5,10.7,5:10,21.758
2022.6.12,24.6,18.9,31.5,0,58.9,6,9.3,5:10,22.727
2022.6.13,23.6,19.6,29.2,18,68.5,0,7.7,5:10,21.814
2022.6.14,21.5,17.7,27.1,0,56.4,1,5.7,5:10,20.886
2022.6.15,17.5,14.9,20.1,18.5,92.4,2,0,5:10,20.816
2022.6.16,20.3,17.6,24.8,0.7,78.4,3,3.8,5:10,20.628
2022.6.17,22.5,16.5,28.1,0,76.4,4,3.2,5:10,21.092
2022.6.18,23.3,22,25.1,0,79.6,5,0,5:10,22.574
2022.6.19,23.4,22.3,25.1,0,81.6,6,0,5:11,23.443
2022.6.20,25.2,22,29,0,76.6,0,1.8,5:11,23.097
2022.6.21,26.5,21.2,32.6,0,72.6,1,12.6,5:11,24.418
2022.6.22,25.9,21.9,31,0,71.1,2,7.4,5:11,24.544
2022.6.23,24.3,23.3,26.4,103,89.1,3,0,5:11,25.819
2022.6.24,22.6,20.6,24.9,19.1,90.9,4,1.7,5:12,23.857
2022.6.25,26,21.5,30.5,0,80.4,5,3,5:12,26.382
2022.6.26,26.5,24.8,28.1,0,82.1,6,0,5:12,28.5
2022.6.27,26.8,25.4,28.1,6.1,84.4,0,0,5:13,27.902
2022.6.28,26.9,25.7,27.9,6.3,81.9,1,0,5:13,27.88
2022.6.29,25.1,24.4,26.1,37.8,95.5,2,0,5:13,22.433
2022.6.30,22.3,21.2,24.5,176.2,99.3,3,0,5:14,22.796
2022.7.1,26.6,21.9,30.9,0,83.3,4,7.2,5:14,27.402
2022.7.2,28.8,24,33.8,0,72.8,5,10.8,5:15,31.114
2022.7.3,29.3,24.4,34.2,0,68.6,6,10.8,5:15,34.019
2022.7.4,29.3,26.4,32.6,0,71.8,0,3.6,5:16,33.392
2022.7.5,29.2,26.7,33.1,0,73.8,1,2.6,5:16,33.938
2022.7.6,29.5,26.2,33.3,16.1,76,2,1.1,5:17,34.984
2022.7.7,28.2,26.4,31,0,82.3,3,0.6,5:17,34.381
2022.7.8,25.8,24,27.9,1.7,84.4,4,0,5:18,30.341
2022.7.9,26.9,24,30.9,0.1,82.1,5,1.8,5:18,31.595
2022.7.10,29.2,24.6,35.1,0,68,6,8.4,5:19,35.379
2022.7.11,27,24.7,30.6,9,75,0,2.8,5:20,29.65
2022.7.12,26.8,23.2,29.4,0,73.1,1,0.8,5:20,29.695
2022.7.13,25,24,27.1,114.5,93.9,2,0,5:21,29.541
2022.7.14,25.7,23.3,29.9,0.9,84.6,3,3.9,5:22,26.801
2022.7.15,26,23,30.3,0,76.5,4,8.9,5:22,24.103
2022.7.16,24.8,23.2,28.2,34,83.4,5,1.5,5:23,26.781
2022.7.17,25.5,22.5,29.7,0,78.9,6,3.6,5:24,23.959
2022.7.18,26.8,23.1,30.1,0,76,0,5.2,5:24,22.076
2022.7.19,27.4,24.3,31.1,0,74.1,1,8.4,5:25,26.412
2022.7.20,27.1,24.3,30.4,1.1,76.1,2,3.1,5:26,29.676
2022.7.21,23.2,20.8,25.2,10.4,87.6,3,0.5,5:27,26.295
2022.7.22,25.1,22.9,27.5,5.2,81.5,4,2.5,5:27,26.457
2022.7.23,24.8,22.3,28,9.9,83.6,5,0.1,5:28,24.735
2022.7.24,25,22,28.4,1.2,86.9,6,0.4,5:29,23.982
2022.7.25,27.5,23.6,32,0,75,0,9.6,5:30,28.934
2022.7.26,28.9,24.4,33.1,0,72.5,1,9,5:30,31.947
2022.7.27,29.3,26.4,33.4,0,66.3,2,6,5:31,31.315
2022.7.28,29.7,25.1,34.4,0,63.8,3,9.9,5:32,33.087
2022.7.29,30.7,27.3,34.3,0,68.1,4,7.6,5:33,36.263
2022.7.30,30.9,27.3,36.1,1,68.4,5,9.4,5:34,39.694
2022.7.31,27.2,25.4,29,47.2,85.8,6,0,5:35,34.923
2022.8.1,28.6,25.4,32.4,30,82.4,0,3.2,5:35,30.308
2022.8.2,26.8,25.5,28.5,33.5,90,1,0,5:36,30.96
2022.8.3,27.1,25.2,30,51.1,90.1,2,1.3,5:37,29.822
2022.8.4,28.9,26,32.9,0,79.3,3,8.7,5:38,32.678
2022.8.5,29.4,27,32.7,0,76.6,4,6.3,5:39,35.467
2022.8.6,28.7,27.4,30.3,13.6,85.3,5,0.4,5:40,36.934
2022.8.7,28.9,27.2,31.7,0.9,82.1,6,0.6,5:40,33.696
2022.8.8,26.8,25.1,28.4,129.6,91.6,0,0,5:41,34.101
2022.8.9,25.1,22,26.5,123.1,96,1,0,5:42,27.646
2022.8.10,24.7,21.4,28.8,7.6,85.3,2,3.1,5:43,28.476
2022.8.11,25,23.4,27.5,38.8,87.9,3,0.8,5:44,24.368
2022.8.12,27,23,32.4,0,73.8,4,10.6,5:45,25.803
2022.8.13,25.8,24.7,27.5,4,82.8,5,0.8,5:46,27.333
2022.8.14,27.6,24.5,31.5,3,83,6,2.2,5:46,28.216
2022.8.15,28.1,26.6,29.8,0.9,83,0,0,5:47,33.261
2022.8.16,26.7,24.1,30,0,75.4,1,9.2,5:48,25.601
2022.8.17,26,22.8,30.5,0,76.6,2,6,5:49,29.203
2022.8.18,25.6,22.4,29.8,0,75.8,3,2.6,5:50,28.064
2022.8.19,26,23.3,27.5,66.1,86.1,4,0,5:51,28.556
2022.8.20,28.2,25.7,32,0,80,5,9.6,5:52,28.2
2022.8.21,28.1,24.7,32,0,75.3,6,5.5,5:52,33.777
2022.8.22,26.8,22.9,30.2,3.2,75.6,0,1.5,5:53,30.603
2022.8.23,25.4,22.4,30.2,2.2,75,1,7.1,5:54,27.125
2022.8.24,24.8,22.4,27.9,0,66.9,2,2,5:55,25.707
2022.8.25,22.2,21.1,24,1.6,78,3,0,5:56,24.117
2022.8.26,23.8,19.9,28.4,0,75.3,4,7.8,5:57,23.715
2022.8.27,21.5,17.6,25.5,17.6,63.1,5,12.4,5:57,22.629
2022.8.28,22.6,16.1,28.4,0,59.4,6,12.1,5:58,22.852
2022.8.29,21,19.5,22.5,2.2,74,0,0,5:59,21.842
2022.8.30,19.1,17.9,20.3,35.8,96.3,1,0,6:00,18.873
2022.8.31,21.7,19.6,24.9,0,83.3,2,2.5,6:01,22.718
2022.9.1,24,18.3,30.4,0,70.8,3,12.1,6:02,22.131
2022.9.2,24.7,20.3,29.8,0,61.8,4,11.6,6:02,20.14
2022.9.3,24.2,20.5,29.2,0,63,5,4.5,6:03,23.165
2022.9.4,22.3,19.8,24,33.8,88.6,6,0,6:04,24.866
2022.9.5,19.2,17.7,22.7,120,95.9,0,0,6:05,23.116
2022.9.6,21,17,26.3,25.3,78,1,8.4,6:06,20.202
2022.9.7,22.8,17.9,28.1,0,65.3,2,11.9,6:07,21.642
2022.9.8,23.2,16.7,29.5,0,65.5,3,11.8,6:07,21.36
2022.9.9,24.3,18.9,30.8,0,59.1,4,11.1,6:08,23.43
2022.9.10,23.6,19,28.4,0,52.3,5,6.5,6:09,21.818
2022.9.11,23.3,20.6,26.4,0.1,68.6,6,1.8,6:10,22.413
2022.9.12,23.8,20.3,27.5,0,76.1,0,3.5,6:11,24.132
2022.9.13,24.3,21.8,26.4,0,73,1,0.1,6:12,23.499
2022.9.14,24.6,22.7,27.9,0,56.9,2,1.1,6:12,22.626
2022.9.15,25.2,22,28.3,0.1,66.9,3,3.4,6:13,22.642
2022.9.16,25.7,23.4,29.9,14.6,78.6,4,1.8,6:14,24.706
2022.9.17,25.6,23.3,29.4,4.3,83.1,5,3.8,6:15,27.251
2022.9.18,27.1,23,32.5,0,75.3,6,5.7,6:16,29.132
2022.9.19,24.6,19.5,29.6,0,63.1,0,6.9,6:17,23.099
2022.9.20,19.9,16.1,24.6,0,57,1,9.7,6:17,21.055
2022.9.21,19.4,13,25.6,0,56.9,2,11,6:18,18.588
2022.9.22,19.8,14.2,24.7,0,60.1,3,7.4,6:19,20.68
2022.9.23,17.5,14.7,22.2,3.3,68.9,4,7.9,6:20,19.906
2022.9.24,18.5,12.3,24.2,0,64.6,5,10.7,6:21,20.703
2022.9.25,19.6,15.4,25.2,0,63.3,6,7.8,6:22,21.304
2022.9.26,20,14.8,25.4,0,58.5,0,8.7,6:23,20.513
2022.9.27,20.9,14,28,0,59,1,11.2,6:23,20.56
2022.9.28,20.4,16.1,26.1,0,71,2,5,6:24,20.752
2022.9.29,20.4,16.4,26.5,0,73.5,3,7.9,6:25,20.873
2022.9.30,20.7,14.8,27.7,0,68,4,10.6,6:26,19.137
2022.10.1,20.9,14.4,27.6,0,63.3,5,7.9,6:27,21.415
2022.10.2,19.4,17.2,21.6,15.8,78.9,6,0,6:28,21.402
2022.10.3,21.4,17.5,23.4,76,98.5,0,0,6:29,23.718
2022.10.4,17.9,14.2,23,11.8,83.8,1,0.4,6:29,21.523
2022.10.5,16.6,14.1,21.6,0.1,74.8,2,4.9,6:30,20.06
2022.10.6,15.8,12.7,19.1,0,76.6,3,1.6,6:31,20.336
2022.10.7,14.3,11,18.6,0,69.5,4,7.6,6:32,18.935
2022.10.8,15.8,11.1,21.6,0,64.6,5,9.5,6:33,17.462
2022.10.9,13.1,10.7,14.5,20.4,85.8,6,0,6:34,21.323
2022.10.10,9.9,8.2,11.9,0,72.9,0,2.3,6:35,19.634
2022.10.11,11.1,7.4,16.4,0,69.1,1,10.3,6:36,14.273
2022.10.12,13.5,6.5,20.6,0,68.1,2,10.6,6:37,16.201
2022.10.13,16.3,10.7,22.7,0,69.6,3,10.4,6:38,14.167
